150,460,0
150,450,2
150,440,2
150,430,1
150,420,1
150,410,6
150,400,2
150,390,1
150,380,2
150,370,1
150,360,1
150,350,2
150,340,1
150,330,6
150,320,1
150,310,1
150,300,1
150,290,1
150,280,0
150,270,0
150,260,2
150,250,2
150,240,1
150,230,2
160,130,1
160,140,0
160,150,1
160,160,4
160,170,7
160,180,2
160,190,7
160,200,1
160,210,3
160,220,1
160,230,1
160,240,1
160,250,2
160,260,1
160,270,1
160,280,1
160,290,2
160,300,5
160,310,1
160,320,1
160,330,1
160,340,0
160,350,1
160,360,2
170,460,2
170,450,1
170,440,1
170,430,1
170,420,1
170,410,3
170,400,2
170,390,1
170,380,1
170,370,1
170,360,2
170,350,2
170,340,3
170,330,1
170,320,1
170,310,4
170,300,2
170,290,4
170,280,2
170,270,2
170,260,7
170,250,3
170,240,1
170,230,2
180,130,2
180,140,1
180,150,2
180,160,2
180,170,7
180,180,1
180,190,3
180,200,2
180,210,2
180,220,1
180,230,3
180,240,6
180,250,2
180,260,5
180,270,3
180,280,10
180,290,10
180,300,1
180,310,2
180,320,3
180,330,1
180,340,5
180,350,2
180,360,1
190,460,2
190,450,1
190,440,8
190,430,1
190,420,1
190,410,5
190,400,6
190,390,1
190,380,3
190,370,9
190,360,3
190,350,2
190,340,2
190,330,5
190,320,1
190,310,3
190,300,1
190,290,14
190,280,12
190,270,12
190,260,4
190,250,8
190,240,3
190,230,5
200,130,4
200,140,0
200,150,1
200,160,0
200,170,1
200,180,2
200,190,1
200,200,3
200,210,5
200,220,6
200,230,6
200,240,5
200,250,2
200,260,4
200,270,10
200,280,9
200,290,2
200,300,6
200,310,5
200,320,1
200,330,2
200,340,0
200,350,3
200,360,4
210,460,1
210,450,1
210,440,2
210,430,1
210,420,1
210,410,2
210,400,3
210,390,4
210,380,2
210,370,4
210,360,7
210,350,1
210,340,1
210,330,2
210,320,8
210,310,2
210,300,3
210,290,5
210,280,4
210,270,17
210,260,4
210,250,1
210,240,1
210,230,1
220,130,2
220,140,1
220,150,1
220,160,1
220,170,2
220,180,6
220,190,1
220,200,3
220,210,8
220,220,4
220,230,7
220,240,4
220,250,3
220,260,0
220,270,6
220,280,4
220,290,4
220,300,7
220,310,2
220,320,1
220,330,2
220,340,2
220,350,2
220,360,4
230,460,1
230,450,1
230,440,2
230,430,1
230,420,3
230,410,0
230,400,1
230,390,2
230,380,6
230,370,1
230,360,10
230,350,2
230,340,3
230,330,2
230,320,2
230,310,2
230,300,2
230,290,5
230,280,3
230,270,5
230,260,3
230,250,2
230,240,2
230,230,1
240,130,5
240,140,0
240,150,4
240,160,1
240,170,0
240,180,2
240,190,1
240,200,4
240,210,1
240,220,2
240,230,2
240,240,0
240,250,2
240,260,2
240,270,6
240,280,4
240,290,2
240,300,2
240,310,1
240,320,2
240,330,1
240,340,2
240,350,1
240,360,4
250,460,2
250,450,2
250,440,1
250,430,1
250,420,1
250,410,1
250,400,1
250,390,1
250,380,1
250,370,1
250,360,7
250,350,1
250,340,6
250,330,3
250,320,1
250,310,2
250,300,2
250,290,3
250,280,8
250,270,3
250,260,5
250,250,2
250,240,1
250,230,1
260,130,3
260,140,1
260,150,1
260,160,6
260,170,1
260,180,1
260,190,1
260,200,1
260,210,1
260,220,2
260,230,2
260,240,2
260,250,2
260,260,0
260,270,2
260,280,2
260,290,1
260,300,1
260,310,3
260,320,4
260,330,3
260,340,3
260,350,1
260,360,1
270,460,6
270,450,1
270,440,3
270,430,0
270,420,1
270,410,1
270,400,2
270,390,5
270,380,1
270,370,1
270,360,2
270,350,4
270,340,2
270,330,2
270,320,6
270,310,0
270,300,2
270,290,1
270,280,4
270,270,1
270,260,1
270,250,2
270,240,1
270,230,2
280,130,1
280,140,1
280,150,2
280,160,1
280,170,2
280,180,0
280,190,1
280,200,2
280,210,1
280,220,1
280,230,2
280,240,1
280,250,1
280,260,1
280,270,3
280,280,1
280,290,7
280,300,1
280,310,5
280,320,1
280,330,5
280,340,4
280,350,2
280,360,2
290,460,1
290,450,0
290,440,1
290,430,2
290,420,0
290,410,3
290,400,1
290,390,3
290,380,0
290,370,3
290,360,4
290,350,11
290,340,3
290,330,1
290,320,3
290,310,6
290,300,1
290,290,9
290,280,4
290,270,2
290,260,1
290,250,1
290,240,2
290,230,2
300,130,1
300,140,0
300,150,1
300,160,7
300,170,1
300,180,3
300,190,2
300,200,1
300,210,0
300,220,6
300,230,0
300,240,2
300,250,1
300,260,3
300,270,4
300,280,2
300,290,3
300,300,2
300,310,4
300,320,2
300,330,6
300,340,1
300,350,0
300,360,1
310,460,4
310,450,0
310,440,2
310,430,3
310,420,3
310,410,1
310,400,5
310,390,1
310,380,11
310,370,11
310,360,2
310,350,2
310,340,125
310,330,12
310,320,2
310,310,1
310,300,3
310,290,4
310,280,2
310,270,4
310,260,1
310,250,1
310,240,2
310,230,1
320,130,2
320,140,1
320,150,3
320,160,2
320,170,2
320,180,3
320,190,6
320,200,3
320,210,2
320,220,4
320,230,5
320,240,0
320,250,2
320,260,3
320,270,5
320,280,1
320,290,3
320,300,5
320,310,8
320,320,2
320,330,3
320,340,13
320,350,4
320,360,1
330,460,1
330,450,1
330,440,3
330,430,1
330,420,1
330,410,1
330,400,3
330,390,4
330,380,2
330,370,12
330,360,74
330,350,1
330,340,2
330,330,5
330,320,4
330,310,6
330,300,3
330,290,3
330,280,3
330,270,2
330,260,3
330,250,1
330,240,3
330,230,3
340,130,3
340,140,5
340,150,1
340,160,3
340,170,3
340,180,4
340,190,7
340,200,4
340,210,2
340,220,1
340,230,2
340,240,6
340,250,3
340,260,2
340,270,3
340,280,2
340,290,2
340,300,1
340,310,3
340,320,7
340,330,1
340,340,5
340,350,1
340,360,3
350,460,2
350,450,1
350,440,1
350,430,4
350,420,1
350,410,0
350,400,4
350,390,4
350,380,2
350,370,3
350,360,6
350,350,6
350,340,1
350,330,5
350,320,5
350,310,1
350,300,3
350,290,3
350,280,1
350,270,2
350,260,2
350,250,2
350,240,4
350,230,4
360,130,1
360,140,3
360,150,2
360,160,5
360,170,3
360,180,4
360,190,2
360,200,7
360,210,3
360,220,4
360,230,3
360,240,2
360,250,5
360,260,5
360,270,1
360,280,3
360,290,2
360,300,4
360,310,3
360,320,3
360,330,4
360,340,3
360,350,4
360,360,8
370,460,7
370,450,1
370,440,2
370,430,0
370,420,2
370,410,2
370,400,3
370,390,3
370,380,2
370,370,4
370,360,1
370,350,3
370,340,2
370,330,5
370,320,3
370,310,1
370,300,6
370,290,3
370,280,3
370,270,9
370,260,3
370,250,2
370,240,4
370,230,4
380,130,6
380,140,2
380,150,2
380,160,7
380,170,4
380,180,12
380,190,6
380,200,9
380,210,13
380,220,33
380,230,3
380,240,9
380,250,15
380,260,13
380,270,17
380,280,4
380,290,4
380,300,3
380,310,1
380,320,3
380,330,6
380,340,3
380,350,1
380,360,2
380,370,7
380,380,6
380,390,1
380,400,5
380,410,7
380,420,2
380,430,2
380,440,5
380,450,2
380,460,1
0,0,4
0,0,4
0,0,7
0,0,1
0,0,1
0,0,2
0,0,4
0,0,6
0,0,2
0,0,1
0,0,6
0,0,1
0,0,5
0,0,2
0,0,2
0,0,2
0,0,6
0,0,2
0,0,1
0,0,0
0,0,0
0,0,1
0,0,0
