0,200
0,190
0,180
0,170
0,160
0,150
0,140
0,130
0,120
0,110
0,100
0,90
0,80
0,70
0,60
0,50
0,40
0,30
0,20
0,10
0,0
10,0
10,10
10,20
10,30
10,40
10,50
10,60
10,70
10,80
10,90
10,100
10,110
10,120
10,130
10,140
10,150
10,160
10,170
10,180
10,190
10,200
20,200
20,190
20,180
20,170
20,160
20,150
20,140
20,130
20,120
20,110
20,100
20,90
20,80
20,70
20,60
20,50
20,40
20,30
20,20
20,10
20,0
30,0
30,10
30,20
30,30
30,40
30,50
30,60
30,70
30,80
30,90
30,100
30,110
30,120
30,130
30,140
30,150
30,160
30,170
30,180
30,190
30,200
40,200
40,190
40,180
40,170
40,160
40,150
40,140
40,130
40,120
40,110
40,100
40,90
40,80
40,70
40,60
40,50
40,40
40,30
40,20
40,10
40,0
50,0
50,10
50,20
50,30
50,40
50,50
50,60
50,70
50,80
50,90
50,100
50,110
50,120
50,130
50,140
50,150
50,160
50,170
50,180
50,190
50,200
60,200
60,190
60,180
60,170
60,160
60,150
60,140
60,130
60,120
60,110
60,100
60,90
60,80
60,70
60,60
60,50
60,40
60,30
60,20
60,10
60,0
70,0
70,10
70,20
70,30
70,40
70,50
70,60
70,70
70,80
70,90
70,100
70,110
70,120
70,130
70,140
70,150
70,160
70,170
70,180
70,190
70,200
80,200
80,190
80,180
80,170
80,160
80,150
80,140
80,130
80,120
80,110
80,100
80,90
80,80
80,70
80,60
80,50
80,40
80,30
80,20
80,10
80,0
90,0
90,10
90,20
90,30
90,40
90,50
90,60
90,70
90,80
90,90
90,100
90,110
90,120
90,130
90,140
90,150
90,160
90,170
90,180
90,190
90,200
100,200
100,190
100,180
100,170
100,160
100,150
100,140
100,130
100,120
100,110
100,100
100,90
100,80
100,70
100,60
100,50
100,40
100,30
100,20
100,10
100,0
110,0
110,10
110,20
110,30
110,40
110,50
110,60
110,70
110,80
110,90
110,100
110,110
110,120
110,130
110,140
110,150
110,160
110,170
110,180
110,190
110,200
120,200
120,190
120,180
120,170
120,160
120,150
120,140
120,130
120,120
120,110
120,100
120,90
120,80
120,70
120,60
120,50
120,40
120,30
120,20
120,10
120,0
130,0
130,10
130,20
130,30
130,40
130,50
130,60
130,70
130,80
130,90
130,100
130,110
130,120
130,130
130,140
130,150
130,160
130,170
130,180
130,190
130,200
140,200
140,190
140,180
140,170
140,160
140,150
140,140
140,130
140,120
140,110
140,100
140,90
140,80
140,70
140,60
140,50
140,40
140,30
140,20
140,10
140,0
150,0
150,10
150,20
150,30
150,40
150,50
150,60
150,70
150,80
150,90
150,100
150,110
150,120
150,130
150,140
150,150
150,160
150,170
150,180
150,190
150,200
160,200
160,190
160,180
160,170
160,160
160,150
160,140
160,130
160,120
160,110
160,100
160,90
160,80
160,70
160,60
160,50
160,40
160,30
160,20
160,10
160,0
170,0
170,10
170,20
170,30
170,40
170,50
170,60
170,70
170,80
170,90
170,100
170,110
170,120
170,130
170,140
170,150
170,160
170,170
170,180
170,190
170,200
180,200
180,190
180,180
180,170
180,160
180,150
180,140
180,130
180,120
180,110
180,100
180,90
180,80
180,70
180,60
180,50
180,40
180,30
180,20
180,10
180,0
190,0
190,10
190,20
190,30
190,40
190,50
190,60
190,70
190,80
190,90
190,100
190,110
190,120
190,130
190,140
190,150
190,160
190,170
190,180
190,190
190,200
200,200
200,190
200,180
200,170
200,160
200,150
200,140
200,130
200,120
200,110
200,100
200,90
200,80
200,70
200,60
200,50
200,40
200,30
200,20
200,10
200,0
210,0
210,10
210,20
210,30
210,40
210,50
210,60
210,70
210,80
210,90
210,100
210,110
210,120
210,130
210,140
210,150
210,160
210,170
210,180
210,190
210,200
220,200
220,190
220,180
220,170
220,160
220,150
220,140
220,130
220,120
220,110
220,100
220,90
220,80
220,70
220,60
220,50
220,40
220,30
220,20
220,10
220,0
230,0
230,10
230,20
230,30
230,40
230,50
230,60
230,70
230,80
230,90
230,100
230,110
230,120
230,130
230,140
230,150
230,160
230,170
230,180
230,190
230,200
240,200
240,190
240,180
240,170
240,160
240,150
240,140
240,130
240,120
240,110
240,100
240,90
240,80
240,70
240,60
240,50
240,40
240,30
240,20
240,10
240,0
250,0
250,10
250,20
250,30
250,40
250,50
250,60
250,70
250,80
250,90
250,100
250,110
250,120
250,130
250,140
250,150
250,160
250,170
250,180
250,190
250,200
260,200
260,190
260,180
260,170
260,160
260,150
260,140
260,130
260,120
260,110
260,100
260,90
260,80
260,70
260,60
260,50
260,40
260,30
260,20
260,10
260,0
270,0
270,10
270,20
270,30
270,40
270,50
270,60
270,70
270,80
270,90
270,100
270,110
270,120
270,130
270,140
270,150
270,160
270,170
270,180
270,190
270,200
280,200
280,190
280,180
280,170
280,160
280,150
280,140
280,130
280,120
280,110
280,100
280,90
280,80
280,70
280,60
280,50
280,40
280,30
280,20
280,10
280,0
290,0
290,10
290,20
290,30
290,40
290,50
290,60
290,70
290,80
290,90
290,100
290,110
290,120
290,130
290,140
290,150
290,160
290,170
290,180
290,190
290,200
